Reference_ID,Received_At,University,Caller_Name,Outcome_1,Remark,Campaign_ID,Escalation_Required
473720,2024-11-29 18:14:08,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
475714,2024-11-29 18:15:57,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
472871,2024-11-29 18:17:37,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
478654,2024-11-29 18:18:31,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
485584,2024-11-29 18:20:01,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
477817,2024-11-29 18:21:14,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
475974,2024-11-29 18:22:54,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
493800,2024-12-02 10:04:11,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25IP,No
493879,2024-12-02 10:05:09,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
495485,2024-12-02 10:06:30,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
493997,2024-12-02 10:08:11,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25IP,No
493867,2024-12-02 10:09:32,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
494397,2024-12-02 10:10:22,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
494370,2024-12-02 10:11:35,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
483588,2024-12-02 10:14:21,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
486120,2024-12-02 10:15:11,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
487311,2024-12-02 10:16:34,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
491302,2024-12-02 10:17:25,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
488794,2024-12-02 10:18:29,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
488215,2024-12-02 10:19:44,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
473880,2024-12-02 10:21:14,Illinois Institute of Technology,Rudra,Wrong number,No Remark,SP25DSP,No
488196,2024-12-02 10:22:18,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25IP,No
480050,2024-12-02 10:22:25,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480914,2024-12-02 10:23:04,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
491390,2024-12-02 10:24:31,Illinois Institute of Technology,Jyoti,Voicemail,No Remark,SP25IP,No
472580,2024-12-02 10:25:10,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
494061,2024-12-02 10:25:40,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
483648,2024-12-02 10:26:02,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
493751,2024-12-02 10:26:41,Illinois Institute of Technology,Jyoti,Disconnected,No Remark,SP25IP,No
493884,2024-12-02 10:28:02,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
494296,2024-12-02 10:29:51,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
478281,2024-12-02 10:29:53,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
476192,2024-12-02 10:30:45,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
472164,2024-12-02 11:03:28,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
481228,2024-12-02 11:04:41,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
477902,2024-12-02 11:06:36,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
482013,2024-12-02 11:07:26,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
478295,2024-12-02 11:07:28,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
477821,2024-12-02 11:08:48,Illinois Institute of Technology,Rudra,Voicemail,No Remark,SP25NIQ,No
485507,2024-12-02 11:08:49,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
472849,2024-12-02 11:09:38,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
482841,2024-12-02 11:09:47,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
474186,2024-12-02 11:10:12,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
488155,2024-12-02 11:10:49,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
471827,2024-12-02 11:10:52,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
438353,2024-12-02 11:11:41,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
478140,2024-12-02 11:11:54,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
471125,2024-12-02 11:12:28,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
474310,2024-12-02 11:13:08,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
476993,2024-12-02 11:13:44,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
474300,2024-12-02 11:15:44,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
474311,2024-12-02 11:16:52,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
478759,2024-12-02 11:16:55,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
472578,2024-12-02 11:17:38,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
479629,2024-12-02 11:18:12,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
471828,2024-12-02 11:18:17,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
478093,2024-12-02 11:19:04,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
472283,2024-12-02 11:19:07,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
421781,2024-12-02 11:19:48,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
484715,2024-12-02 11:20:24,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
476211,2024-12-02 11:20:41,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
479496,2024-12-02 11:21:15,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
473017,2024-12-02 11:22:02,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
487056,2024-12-02 11:35:31,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
487321,2024-12-02 11:37:04,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
488201,2024-12-02 11:40:31,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
480002,2024-12-02 11:43:15,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
491603,2024-12-02 11:44:51,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
480075,2024-12-02 11:47:14,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
491688,2024-12-02 11:47:49,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
478277,2024-12-02 11:47:55,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
475987,2024-12-02 11:48:32,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
477180,2024-12-02 11:49:05,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
487342,2024-12-02 11:49:55,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
471264,2024-12-02 11:50:28,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
481807,2024-12-02 11:51:12,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480946,2024-12-02 11:51:51,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
471870,2024-12-02 11:52:31,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
475190,2024-12-02 11:53:13,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
457970,2024-12-02 11:54:07,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480004,2024-12-02 11:56:16,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
493740,2024-12-02 11:57:14,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
475254,2024-12-02 11:58:50,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
487232,2024-12-02 11:59:44,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494355,2024-12-02 12:01:34,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
488663,2024-12-02 12:02:44,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
485239,2024-12-02 12:03:52,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
482070,2024-12-02 12:05:42,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
493888,2024-12-02 12:09:09,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
488932,2024-12-02 12:09:57,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
482997,2024-12-02 12:28:30,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494240,2024-12-02 12:29:22,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
478945,2024-12-02 12:36:10,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494056,2024-12-02 12:38:07,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
482131,2024-12-02 12:40:59,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
486123,2024-12-02 12:43:36,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
484435,2024-12-02 12:44:38,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
486051,2024-12-02 12:47:21,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
490183,2024-12-02 12:49:06,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
476401,2024-12-02 12:53:25,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
476914,2024-12-02 13:04:47,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
490085,2024-12-02 13:09:11,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
477515,2024-12-02 13:15:29,Illinois Institute of Technology,Jyoti,Disconnected,No Remark,SP25SIC,No
483041,2024-12-02 13:18:29,Illinois Institute of Technology,Jyoti,Completed application,No Remark,SP25SIC,No
479756,2024-12-02 13:21:09,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
492173,2024-12-02 13:49:18,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
491982,2024-12-02 13:50:04,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
484628,2024-12-02 13:51:33,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
473364,2024-12-02 13:53:44,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
475426,2024-12-02 13:58:37,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
487111,2024-12-02 14:01:20,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
491513,2024-12-02 14:03:55,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
474402,2024-12-02 14:07:33,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
472815,2024-12-02 14:09:31,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
477975,2024-12-02 14:10:50,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
482258,2024-12-02 14:12:14,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
476183,2024-12-02 14:12:48,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
482849,2024-12-02 14:13:33,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
485527,2024-12-02 14:14:12,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
478833,2024-12-02 14:14:48,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
474127,2024-12-02 14:15:05,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
417426,2024-12-02 14:15:56,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480481,2024-12-02 14:16:38,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
471267,2024-12-02 14:17:19,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480925,2024-12-02 14:18:19,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480919,2024-12-02 14:19:16,Illinois Institute of Technology,Rudra,Disconnected,No Remark,SP25DSP,No
479169,2024-12-02 14:20:21,Illinois Institute of Technology,Rudra,Voicemail,No Remark,SP25DSP,No
476208,2024-12-02 14:21:05,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480933,2024-12-02 14:21:38,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
479441,2024-12-02 14:24:19,Illinois Institute of Technology,Rudra,Student is interested in deferring to Fall 2025 (August),No Remark,SP25IP,No
479320,2024-12-02 14:25:13,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480977,2024-12-02 14:25:48,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
476203,2024-12-02 14:26:27,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
476194,2024-12-02 14:27:33,Illinois Institute of Technology,Rudra,Voicemail,No Remark,SP25DSP,No
473571,2024-12-02 14:29:23,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
481019,2024-12-02 14:30:07,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
460641,2024-12-02 14:30:46,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480030,2024-12-02 14:31:24,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
478255,2024-12-02 14:32:15,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
468870,2024-12-02 14:32:59,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
473550,2024-12-02 14:33:41,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
438356,2024-12-02 14:36:48,Illinois Institute of Technology,Rudra,Student will join SP25 session,No Remark,SP25DSP,No
485840,2024-12-02 14:37:12,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
478258,2024-12-02 14:37:28,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
480965,2024-12-02 14:38:10,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
485587,2024-12-02 14:38:35,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
480983,2024-12-02 14:38:48,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
476859,2024-12-02 14:39:45,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
490082,2024-12-02 14:40:31,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
471810,2024-12-02 14:40:56,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
473543,2024-12-02 14:42:10,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
477028,2024-12-02 14:43:09,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
493835,2024-12-02 14:43:16,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
476184,2024-12-02 14:43:50,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
493949,2024-12-02 14:44:14,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494369,2024-12-02 14:45:22,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
471161,2024-12-02 14:45:23,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
477489,2024-12-02 14:46:09,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
493899,2024-12-02 14:46:37,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
474405,2024-12-02 14:46:50,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
479302,2024-12-02 14:47:33,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
494868,2024-12-02 14:47:38,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494064,2024-12-02 14:48:59,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
475327,2024-12-02 14:49:18,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
474324,2024-12-02 14:49:33,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25DSP,No
484633,2024-12-02 14:59:40,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
494363,2024-12-02 15:01:47,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
487202,2024-12-02 15:04:32,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
494029,2024-12-02 15:05:41,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494307,2024-12-02 15:07:09,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
484735,2024-12-02 15:08:01,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
490048,2024-12-02 15:11:51,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
478565,2024-12-02 15:14:42,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
494053,2024-12-02 15:15:53,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
491488,2024-12-02 15:16:53,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494191,2024-12-02 15:18:59,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
477582,2024-12-02 15:31:13,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
475563,2024-12-02 15:32:03,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
481207,2024-12-02 15:35:14,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
476071,2024-12-02 15:36:03,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
481980,2024-12-02 15:38:49,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
491863,2024-12-02 15:39:33,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
475908,2024-12-02 15:40:39,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
485940,2024-12-02 15:43:44,Illinois Institute of Technology,Jyoti,Completed application,No Remark,SP25SIC,No
481659,2024-12-02 15:57:03,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494871,2024-12-02 15:58:55,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
493880,2024-12-02 16:00:37,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
472017,2024-12-02 16:02:31,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
488247,2024-12-02 16:03:49,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
493939,2024-12-02 16:05:10,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
480355,2024-12-02 16:08:43,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
485876,2024-12-02 16:11:30,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
484490,2024-12-02 16:14:09,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
495464,2024-12-02 16:23:25,Illinois Institute of Technology,Jyoti,Disconnected,No Remark,SP25SIC,No
490333,2024-12-02 16:25:44,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
491765,2024-12-02 16:33:14,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
491932,2024-12-02 16:35:07,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
488919,2024-12-02 16:37:54,Illinois Institute of Technology,Jyoti,Ready to pay the deposit,No Remark,SP25AND,No
472657,2024-12-02 16:39:03,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
495463,2024-12-02 16:40:43,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
488181,2024-12-02 16:43:21,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
477267,2024-12-02 16:54:29,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25AND,No
487017,2024-12-02 18:09:55,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
483046,2024-12-02 18:11:03,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
494133,2024-12-02 18:12:08,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
493873,2024-12-02 18:13:51,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25IP,No
495439,2024-12-02 18:15:52,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
494357,2024-12-02 18:17:05,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25IP,No
494357,2024-12-02 18:52:52,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25NIQ,No
493777,2024-12-02 18:53:56,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25NIQ,No
500197,2024-12-03 10:02:01,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
501759,2024-12-03 10:03:17,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
501837,2024-12-03 10:04:19,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
501819,2024-12-03 10:05:50,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
493919,2024-12-03 10:07:54,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
475320,2024-12-03 10:09:35,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
501995,2024-12-03 10:13:19,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
500938,2024-12-03 10:15:27,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
499895,2024-12-03 10:16:39,Illinois Institute of Technology,Rudra,Voicemail,No Remark,SP25NIQ,No
474754,2024-12-03 10:17:25,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
482841,2024-12-03 10:18:19,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
482002,2024-12-03 10:18:55,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
499896,2024-12-03 10:19:21,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
481228,2024-12-03 10:21:08,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
477902,2024-12-03 10:22:20,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25NIQ,No
486127,2024-12-03 10:22:30,Illinois Institute of Technology,Jyoti,Completed application,No Remark,SP25SIC,No
491477,2024-12-03 10:23:41,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
478093,2024-12-03 10:23:44,Illinois Institute of Technology,Rudra,Disconnected,No Remark,SP25AND,No
475254,2024-12-03 10:25:01,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
473334,2024-12-03 10:25:51,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
500381,2024-12-03 10:28:27,Illinois Institute of Technology,Rudra,Want to defer,No Remark,SP25AND,No
502511,2024-12-03 10:28:37,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
483636,2024-12-03 10:29:25,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
491427,2024-12-03 10:29:47,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
494332,2024-12-03 10:30:29,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
502328,2024-12-03 10:49:00,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
500368,2024-12-03 10:50:09,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
490038,2024-12-03 10:51:16,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
501697,2024-12-03 10:53:41,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
502451,2024-12-03 10:55:16,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
483072,2024-12-03 10:56:42,Illinois Institute of Technology,Jyoti,Completed application,No Remark,SP25SIC,No
502288,2024-12-03 10:58:28,Illinois Institute of Technology,Jyoti,Voicemail,No Remark,SP25SIC,No
495512,2024-12-03 10:59:52,Illinois Institute of Technology,Jyoti,Completed application,No Remark,SP25SIC,No
502049,2024-12-03 11:01:16,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
484651,2024-12-03 11:03:48,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
493946,2024-12-03 11:04:03,Illinois Institute of Technology,Jyoti,Completed application,No Remark,SP25SIC,No
482094,2024-12-03 11:05:39,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
488800,2024-12-03 11:08:42,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
478140,2024-12-03 11:09:51,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
502204,2024-12-03 11:17:18,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
487341,2024-12-03 11:20:12,Illinois Institute of Technology,Rudra,Disconnected,No Remark,SP25AND,No
478880,2024-12-03 11:21:06,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
484715,2024-12-03 11:22:41,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
487321,2024-12-03 11:24:09,Illinois Institute of Technology,Rudra,Disconnected,No Remark,SP25AND,No
482734,2024-12-03 11:25:49,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
494103,2024-12-03 11:26:50,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
485695,2024-12-03 11:26:54,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
484656,2024-12-03 11:28:11,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
476490,2024-12-03 11:28:19,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
485188,2024-12-03 11:29:10,Illinois Institute of Technology,Jyoti,Not connected,No Remark,SP25SIC,No
483685,2024-12-03 11:29:36,Illinois Institute of Technology,Rudra,Not connected,No Remark,SP25AND,No
500452,2024-12-03 11:31:07,Illinois Institute of Technology,Jyoti,Will Submit the docx,No Remark,SP25SIC,No
482744,2024-12-03 11:32:07,Illinois Institute of Technology,Rudra,Ready to pay the deposit,No Remark,SP25AND,No
